class,name,old_tag,old_resref,new_tag,new_resref
B,x2_ashmlw005,X2_ASHMLW005,x2_ashmlw005,X2_ASHMLW0053,x2_ashmlw0052
B,x2_ashmto005,X2_ASHMTO005,x2_ashmto005,X2_ASHMTO0053,x2_ashmto0052
B,x2_cus_fletchers,x2_cus_fletchersfriend,x2_cus_fletchers,x2_cus_fletchersfriend2,x2_cus_fletcher2
B,x2_cus_fletchers,x2_cus_fletchersfriend,x2_cus_fletchers,x2_cus_fletchersfriend3,x2_cus_fletcher3
B,x2_is_sandblue,x2_is_sandblue,x2_is_sandblue,x2_is_sandblue3,x2_is_sandblue2
B,it_cremumkat001,X2_IT_CREMUMKAT,it_cremumkat001,X2_IT_CREMUMKAT3,it_cremumkat0012
B,x2_it_crewpwhip2,X2_IT_CREWPWHIP2,x2_it_crewpwhip2,X2_IT_CREWPWHIP22,x2_it_crewpwhip3
B,x2_it_crewpwhip2,X2_IT_CREWPWHIP2,x2_it_crewpwhip2,X2_IT_CREWPWHIP23,x2_it_crewpwhip4
B,x2_it_mbelt001,X2_IT_MBELT001,x2_it_mbelt001,X2_IT_MBELT0012,x2_it_mbelt0012
B,x2_it_mbelt001,X2_IT_MBELT001,x2_it_mbelt001,X2_IT_MBELT0013,x2_it_mbelt0013
B,x2_it_mcloak009,X2_IT_MCLOAK009,x2_it_mcloak009,X2_IT_MCLOAK0093,x2_it_mcloak0092
B,x2_it_mglove010,X2_IT_MGLOVE010,x2_it_mglove010,X2_IT_MGLOVE0102,x2_it_mglove0102
B,x2_it_mglove010,X2_IT_MGLOVE010,x2_it_mglove010,X2_IT_MGLOVE0103,x2_it_mglove0103
B,x2_it_mglove015,X2_IT_MGLOVE015,x2_it_mglove015,X2_IT_MGLOVE0152,x2_it_mglove0152
B,x2_it_mglove015,X2_IT_MGLOVE015,x2_it_mglove015,X2_IT_MGLOVE0153,x2_it_mglove0153
B,x2_it_mneck020,X2_IT_MNECK020,x2_it_mneck020,X2_IT_MNECK0203,x2_it_mneck0202
B,x2_it_mring019,X2_IT_MRING019,x2_it_mring019,X2_IT_MRING0193,x2_it_mring0192
B,x2_it_wpmwhip_h,X2_IT_WPMWHIP_H,x2_it_wpmwhip_h,X2_IT_WPMWHIP_H3,x2_it_wpmwhip_h2
B,x2_maarcl027,X2_MAARCL027,x2_maarcl027,X2_MAARCL0273,x2_maarcl0272
B,x2_c3_maarcl037,X2_MAARCL037,x2_c3_maarcl037,X2_MAARCL0372,x2_c3_maarcl0372
B,x2_maarcl037,X2_MAARCL037,x2_maarcl037,X2_MAARCL0373,x2_maarcl0372
B,x2_mcloth002,X2_MCLOTH002,x2_mcloth002,X2_MCLOTH0022,x2_mcloth0022
B,x2_mcloth002,X2_MCLOTH002,x2_mcloth002,X2_MCLOTH0023,x2_mcloth0023
B,x2_mdrowar028,X2_MDROWAR028,x2_mdrowar028,X2_MDROWAR0284,x2_mdrowar0282
B,Sentinel +6,X2_WAXMBT005,x2_waxmbt005,X2_WAXMBT0052,x2_waxmbt0052
B,x2_waxmbt005,X2_WAXMBT005,x2_waxmbt005,X2_WAXMBT0053,x2_waxmbt0053
B,Ice Reaver +6,X2_WAXMHN005,x2_waxmhn005,X2_WAXMHN0052,x2_waxmhn0052
B,x2_waxmhn005,X2_WAXMHN005,x2_waxmhn005,X2_WAXMHN0053,x2_waxmhn0053
B,x2_wmdwraxe009,X2_WMDWRAXE009,x2_wmdwraxe009,X2_WMDWRAXE0092,x2_wmdwraxe0092
B,x2_wmdwraxe009,X2_WMDWRAXE009,x2_wmdwraxe009,X2_WMDWRAXE0093,x2_wmdwraxe0093
B,x2_wswmdg006,X2_WSWMDG006,x2_wswmdg006,X2_WSWMDG0063,x2_wswmdg0062
G,Dark Half Plate,NW_AARCL006,aarcl007,NW_AARCL0062,aarcl007
G,The Robes of Galadriel,NW_CLOTH008,cloth009,NW_CLOTH0082,cloth009
G,Leather of Shadows,NW_CLOTH026,cloth028,NW_CLOTH0262,cloth028
G,Calrog of Moria,NW_IT_CREITEM020,it_creitem021,NW_IT_CREITEM0202,it_creitem021
G,great giant spider Properties,NW_IT_CREITEM023,it_creitem024,NW_IT_CREITEM0232,it_creitem024
G,it_creitemune001,NW_IT_CREITEMUNE,it_creitemune001,NW_IT_CREITEMUNE2,it_creitemune001
G,it_crewps007,NW_IT_CREWPS006,it_crewps007,NW_IT_CREWPS0062,it_crewps007
G,it_crewps019,NW_IT_CREWPS018,it_crewps019,NW_IT_CREWPS0182,it_crewps019
G,Balrog's Battle Claw,NW_IT_CREWPSP021,it_crewpsp022,NW_IT_CREWPSP0212,it_crewpsp022
G,Arrow,NW_WAMAR001,wamar002,NW_WAMAR0012,wamar002
G,Axe of the Battle Master,NW_WAXBT001,waxbt002,NW_WAXBT0012,waxbt002
G,it_mboots005,X0_IT_MBOOTS004,it_mboots005,X0_IT_MBOOTS0042,it_mboots005
G,Mazguls Claw,x2_it_crewp_drac,it_crewp_drac001,x2_it_crewp_drac2,it_crewp_drac001
R,Armor of Invulnerablity,ArmorofInvulnerablity,armorofinvulnera,ArmorofInvulnerablity2,armorofinvuln003
R,Battle Plate of the Chosen,BattlePlateoftheChosen,battleplateof008,BattlePlateoftheChosen4,battleplateofthc
R,Nightsmoke,Nightsmoke,nightsmoke,Nightsmoke2,nightsmoke002
R,nw_it_mring004,NW_IT_MRING004,nw_it_mring004,NW_IT_MRING0042,it_mring008
R,nw_wammar003,NW_WAMMAR003,nw_wammar003,NW_WAMMAR00319,wammar023
R,nw_wammar005,NW_WAMMAR005,nw_wammar005,NW_WAMMAR0052,wammar024
R,nw_wbwmln007,NW_WBWMLN007,nw_wbwmln007,NW_WBWMLN0073,wbwmln009
R,Ring of the Red Warrior,RingoftheRedWarrior,008,RingoftheRedWarrior,040
R,Staff of the Istari,StaffoftheIstari,staffoftheistari,StaffoftheIstari2,staffoftheist001
R,Urukai White Mask,UrukaiWhiteHand,helmofthewarl002,UrukaiWhiteHand2,019
R,x2_it_cremumkat,X2_IT_CREMUMKAT,x2_it_cremumkat,X2_IT_CREMUMKAT2,it_cremumkat001
T,Amulet of Divine Faith,AmuletofDivineFaith,amuletofdivinefa,AmuletofDivineFaith2,amuletofdivinefa
T,Amulet of Sight and Protection,AmuletOfSightAndProtection,amuletofsight001,AmuletOfSightAndProtection2,amuletofsight001
T,Amulet Of Sight And Protection,AmuletOfSightAndProtection,amuletofsight001,AmuletOfSightAndProtection3,amuletofsight001
T,Arrow of the Argent Defender,ArrowoftheArgentDefender,arrowoftheargent,ArrowoftheArgentDefender2,arrowoftheargent
T,Balrog Skin,BalrogSkin,balrogskin,BalrogSkin3,balrogskin
T,White Hand Protectorate,BattlePlateoftheChosen,battleplateof010,BattlePlateoftheChosen6,battleplateof010
T,White Hand Protectorate,BattlePlateoftheChosen,battleplateof010,BattlePlateoftheChosen7,battleplateof010
T,Belt of Dark Warding,BeltofDarkWarding,beltofdarkwardin,BeltofDarkWarding3,beltofdarkwardin
T,Belt of Dark Warding,BeltofDarkWarding,beltofdarkwardin,BeltofDarkWarding4,beltofdarkwardin
T,Shafts of Helm,BoltsofHelm,010,BoltsofHelm2,010
T,Boss Immune to Stone Ring,BossImmunetoStoneRing,044,BossImmunetoStoneRing2,044
T,Boss Immune to Stone Ring,BossImmunetoStoneRing,044,BossImmunetoStoneRing,044
T,Bow of the Galadhrim,BowoftheGaladhrim,bowofthegaladhri,BowoftheGaladhrim2,bowofthegaladhri
T,Bow of the Protector,BowoftheProtector,bowoftheprotecto,BowoftheProtector2,bowoftheprotecto
T,Bracers of the Dwarven Protector,BracersoftheDwarvenProtector,bracersofthedwar,BracersoftheDwarvenProtector2,bracersofthedwar
T,celeborns garb,celebornsgarb,celebornsgarb,celebornsgarb6,celebornsgarb
T,Crittable guard skin,celebornsgarb,celebornsgarb,celebornsgarb7,celebornsgarb
T,NPC garb **weaker,celebornsgarb,celebornsgarb003,celebornsgarb5,celebornsgarb003
T,chosen fist,chosenfist,chosenfist,chosenfist3,chosenfist
T,Cloak Of Fortification+5,CloakOfFortification5,cloakoffortif001,CloakOfFortification54,cloakoffortif001
T,Cloak of Fortification +5,CloakOfFortification5,cloakoffortif001,CloakOfFortification55,cloakoffortif001
T,Cloak of Kings,CloakofKings,cloakofkings,CloakofKings2,cloakofkings
T,Cloak of the Bard,CloakoftheBard,cloakofthebard,CloakoftheBard2,cloakofthebard
T,Crossbow of the Defender,CrossbowoftheDefender,crossbowofthedef,CrossbowoftheDefender2,crossbowofthedef
T,Dagger of the Stars +5,DaggeroftheStars5,daggerofthest001,DaggeroftheStars52,daggerofthest001
T,Dol-Guldur Armor,DolGuldurArmour,item043,DolGuldurArmour2,item043
T,Dol-Guldur Blade,DolGuldurBlade,item047,DolGuldurBlade2,item047
T,Dol-Guldur Helm,DolGuldurHelm,item045,DolGuldurHelm2,item045
T,Dol-Guldur Tower Shield,DolGuldurTowerShield,item044,DolGuldurTowerShield2,item044
T,Drider Banded Mail ,driderbandedmail,maarcl045,driderbandedmail2,maarcl045
T,Elder Robes of the Enabled Hand,ElderRobesoftheEnabledHand,elderrobesofthee,ElderRobesoftheEnabledHand2,elderrobesofthee
T,Greater Gondorian Plate,EpicGondorianPlate,gondorianplat001,EpicGondorianPlate3,gondorianplat001
T,Plate of the Dwarven Cleric,FullPlate4,fullplate005,FullPlate43,fullplate005
T,Fury of the Valar (NPC),FuryoftheValar,furyofthevalar,FuryoftheValar2,furyofthevalar
T,Gondorian Robes,GondorianRobes,gondorianrobes,GondorianRobes2,gondorianrobes
T,Helm of the Elite Rohirrim Soldier,HelmoftheElites,helmoftheriderma,HelmoftheElites2,helmoftheriderma
T,Hide of the Forest Spirit,HideoftheForestSpirit,hideofthefore,HideoftheForestSpirit2,hideofthefore
T,Arch-Robe of the Brown Wizard,LesserRobeOrderofPain,lesserrobe3or004,LesserRobeOrderofPain6,lesserrobe3or004
T,Longsword of Elrond,LongswordofElrond,handofpaladine,LongswordofElrond2,handofpaladine
T,Mordor Bowman Armor,MordorBowmanArmor,mordorbowmana001,MordorBowmanArmor3,mordorbowmana001
T,Mordor Orc Scout Garb,MordorOrcScoutGarb,mordororcscoutga,MordorOrcScoutGarb2,mordororcscoutga
T,NPC Buff Gear,NPCBuffGear,npcbuffgear,NPCBuffGear7,npcbuffgear
T,NPC Buff Gear *,NPCBuffGear,npcbuffgear,NPCBuffGear8,npcbuffgear
T,NPC Buff Gear,NPCBuffGear,npcbuffgear,NPCBuffGear10,npcbuffgear
T,NPC Buff Gear,NPCBuffGear,npcbuffgear,NPCBuffGear11,npcbuffgear
T,NPC Buff Gear,NPCBuffGear,npcbuffgear,NPCBuffGear13,npcbuffgear
T,NPC Buff Gear *,NPCBuffGear,npcbuffgear,NPCBuffGear15,npcbuffgear
T,NPC Buff Gear **,NPCBuffGear,npcbuffgear002,NPCBuffGear6,npcbuffgear002
T,NPC Buff Gear,NPCBuffGear,npcbuffgear002,NPCBuffGear12,npcbuffgear002
T,NPC Buff Gear,NPCBuffGear,npcbuffgear005,NPCBuffGear9,npcbuffgear005
T,Afjea NPC Buff Gear **,NPCBuffGear,npcbuffgear006,NPCBuffGear14,npcbuffgear006
T,DolGur Buff Gear **,NPCBuffGear2223,npcbuffgear006,NPCBuffGear22233,npcbuffgear006
T,NPC Buff Gear Helms Deep,NPCBuffGearHelmsDeep,npcbuffgear004,NPCBuffGearHelmsDeep2,npcbuffgear004
T,Skin of High Wiz,NPCBuffGearhighwiz,npcbuffgear012,NPCBuffGearhighwiz2,npcbuffgear012
T,nw_it_creitem059,NW_IT_CREITEM059,nw_it_creitem059,NW_IT_CREITEM0592,nw_it_creitem059
T,Dunharrow Undead Properties,NW_IT_CREITEMUNH,it_creitemunh001,NW_IT_CREITEMUNH10,it_creitemunh001
T,nw_it_creitemunh,NW_IT_CREITEMUNH,nw_it_creitemunh,NW_IT_CREITEMUNH3,nw_it_creitemunh
T,nw_it_crewpsp015,NW_IT_CREWPSP015,nw_it_crewpsp015,NW_IT_CREWPSP0153,nw_it_crewpsp015
T,it_crewpsp017,NW_IT_CREWPSP018,it_crewpsp017,NW_IT_CREWPSP018,it_crewpsp017
T,it_crewpsp017,NW_IT_CREWPSP018,it_crewpsp017,NW_IT_CREWPSP0182,it_crewpsp017
T,nw_it_mbelt007,NW_IT_MBELT007,nw_it_mbelt007,NW_IT_MBELT0073,nw_it_mbelt007
T,Dragon Slippers,NW_IT_MBOOTS003,dragonslips,NW_IT_MBOOTS0033,dragonslips
T,nw_it_mboots003,NW_IT_MBOOTS003,nw_it_mboots003,NW_IT_MBOOTS0034,nw_it_mboots003
T,nw_it_mglove010,nw_it_mglove010,nw_it_mglove010,nw_it_mglove0103,nw_it_mglove010
T,Ring of Power,NW_IT_MRING030,it_mring031,NW_IT_MRING0303,it_mring031
T,nw_it_mring030,NW_IT_MRING030,nw_it_mring030,NW_IT_MRING0302,nw_it_mring030
T,nw_mcloth011,NW_MCLOTH011,nw_mcloth011,NW_MCLOTH0113,nw_mcloth011
T,nw_wammar006,NW_WAMMAR006,nw_wammar006,NW_WAMMAR0062,nw_wammar006
T,Greater Tempest,NW_WBLMML007,wblmml008,NW_WBLMML0073,wblmml008
T,Greater Tempest,NW_WBLMML007,wblmml008,NW_WBLMML0074,wblmml008
T,nw_wmgst005,NW_WMGST005,nw_wmgst005,NW_WMGST0054,nw_wmgst005
T,Orc Scout blade,OrcScoutblade,orcscoutblade,OrcScoutblade2,orcscoutblade
T,Prophets Rune,ProphetsRune,prophetsrune,ProphetsRune2,prophetsrune
T,Ring of the Red Warrior,RingoftheRedWarrior,054,RingoftheRedWarrior,054
T,Ring of the Red Warrior,RingoftheRedWarrior,ringoftheredwarr,RingoftheRedWarrior3,ringoftheredwarr
T,Ring of the Red Warrior,RingoftheRedWarrior,ringoftheredwarr,RingoftheRedWarrior4,ringoftheredwarr
T,RivendellBuff,RivendellBuff,npcbuffgear005,RivendellBuff2,npcbuffgear005
T,Shadow of the East,ShadowoftheEast,shadowoftheeast,ShadowoftheEast2,shadowoftheeast
T,Shield of the Dwarven Cleric,ShieldoftheDwarvenCleric,shieldofthedwarv,ShieldoftheDwarvenCleric2,shieldofthedwarv
T,Shroud of Thuringwethil,ShroudofThuringwethil,shroudofthuringw,ShroudofThuringwethil2,shroudofthuringw
T,Skull Splitter,SkullSplitter,skullsplitter,SkullSplitter3,skullsplitter
T,Spear of the Ridermark,SpearoftheRidermark,spearoftheroh001,SpearoftheRidermark5,spearoftheroh001
T,Staff of the Orc Shaman,StaffoftheOrcShaman,staffoftheorcsha,StaffoftheOrcShaman3,staffoftheorcsha
T,The Advocet's Symbol,TheAdvocetsSymbol,kaligunsamule001,TheAdvocetsSymbol2,kaligunsamule001
T,Black Numenorian Slasher,UrukaiGreatSword,headsplitter002,UrukaiGreatSword5,headsplitter002
T,Uruk Hai White Mask,UrukhaiWhiteHand,urukhaiwhitehand,UrukhaiWhiteHand2,urukhaiwhitehand
T,Wall of Pain,WallofPain,wallofpain,WallofPain2,wallofpain
T,Warder Garb,WarderGarb,wardergarb,WarderGarb2,wardergarb
T,x2_it_mcloak009,X2_IT_MCLOAK009,x2_it_mcloak009,X2_IT_MCLOAK0092,x2_it_mcloak009
T,x2_it_mring019,X2_IT_MRING019,x2_it_mring019,X2_IT_MRING0192,x2_it_mring019
